planet_name,host_star_name,star_number_per_system,discovery_method,year_of_discovery,discovery_facility,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_mass_earth_mass,orbital_eccentricity,planet_equil_temp_k,spectral_type,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,stellar_surf_grav,distance_parsec
DMPP-1 d,DMPP-1,1.0,Radial Velocity,2019.0,La Silla Observatory,2.882,0.0422,,3.35,0.07,1632.0,F8 V,6196.0,1.26,1.21,4.41,62.5388
DMPP-1 e,DMPP-1,1.0,Radial Velocity,2019.0,La Silla Observatory,5.516,0.0651,,4.13,0.07,1314.0,F8 V,6196.0,1.26,1.21,4.41,62.5388
DMPP-2 b,DMPP-2,1.0,Radial Velocity,2019.0,Multiple Facilities,5.2072,0.0664,,138.89171,0.078,1000.0,F5 V,6500.0,1.78,1.44,4.1,137.94
DMPP-3 A b,DMPP-3 A,2.0,Radial Velocity,2019.0,La Silla Observatory,6.6734,0.0662,,2.58,0.07,854.0,K0 V,5138.0,0.91,0.87,4.3,45.23
DMPP-4 b,DMPP-4,1.0,Radial Velocity,2023.0,Multiple Observatories,3.4982,0.04853,,12.2,0.063,,F5-F8 V,6400.0,1.38,1.25,4.24,25.3284
DP Leo b,DP Leo,2.0,Eclipse Timing Variations,2009.0,Yunnan Astronomical Observatory,9456.5,8.395,,1959.33916,0.39,,,,,0.69,,305.684
DS Tuc A b,DS Tuc A,2.0,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),8.138484,,5.665,413.179,0.0,850.0,G6 V,5485.0,0.964,0.9844999999999999,4.6,44.0622
EPIC 201170410.02,EPIC 201170410,1.0,Transit,2020.0,K2,6.7987,0.0349,1.047,,0.0,,,3648.0,0.282,0.287,4.999,
EPIC 201238110 b,EPIC 201238110,1.0,Transit,2019.0,K2,28.1676,,2.035,,,,,,0.374,0.41,,159.259
EPIC 201427007 b,EPIC 201427007,1.0,Transit,2021.0,K2,0.72091,,1.5,,,,,5633.0,0.94,,4.4,706.391
EPIC 201497682 b,EPIC 201497682,1.0,Transit,2019.0,K2,2.13174,,0.692,,,,,,,0.78,,253.026
EPIC 201595106 b,EPIC 201595106,1.0,Transit,2021.0,K2,0.87716675,0.0177,1.3676880224999999,7.67,0.0,1956.0,,5728.7925,0.9562435,0.988,4.492202499999999,232.1
EPIC 201615463 c,K2-166,1.0,Transit,2019.0,K2,3.80464,,1.22,,,,,,,1.073,,476.882
EPIC 201754305 d,K2-16,1.0,Transit,2019.0,K2,2.71578,,1.03,,,,,,,0.67,,334.967
EPIC 201757695.02,EPIC 201757695,1.0,Transit,2020.0,K2,2.0478,0.0296,0.90819,,0.0,,,4520.0,0.655,0.727,4.659,
EPIC 201833600 c,K2-50,1.0,Transit,2019.0,K2,3.96158,,1.24,,,,,,0.634,0.611,,257.443
EPIC 201841433 b,EPIC 201841433,1.0,Transit,2019.0,K2,4.1694233333333335,0.035,1.1833333333333333,,,,,5053.0,0.6282305,0.802,4.595,436.488
EPIC 205950854 c,K2-168,1.0,Transit,2019.0,K2,8.049707333333332,,1.37,,,960.6,,5502.7,0.867,0.892,,243.93500000000003
EPIC 206024342 b,EPIC 206024342,1.0,Transit,2019.0,K2,4.507365,,1.5699999999999998,,,,,,0.823,0.928,,369.888
EPIC 206024342 c,EPIC 206024342,1.0,Transit,2021.0,K2,0.9116662333333334,,1.3033333333333335,,,,,5686.0,1.02,,4.5,369.888
EPIC 206024342 d,EPIC 206024342,1.0,Transit,2021.0,K2,14.642393,,3.015,,,,,5936.666666666667,1.02,,4.35,369.888
EPIC 206032309 b,EPIC 206032309,1.0,Transit,2019.0,K2,2.87814,,1.01,,,,,,,0.221,,161.365
EPIC 206042996 b,EPIC 206042996,1.0,Transit,2019.0,K2,5.29808,,2.2133333333333334,,,,,4114.0,0.5840000000000001,0.565,4.8,451.769
EPIC 206042996 c,EPIC 206042996,1.0,Transit,2021.0,K2,0.35489686,,1.325,,,,,4003.5,0.5349999999999999,,4.8,451.769
EPIC 206215704 b,EPIC 206215704,1.0,Transit,2019.0,K2,2.254912,,1.3,,,,,3297.0,0.3085,0.407,4.9,109.88799999999999
EPIC 206317286 b,EPIC 206317286,1.0,Transit,2019.0,K2,1.58284,,1.0899999999999999,,,,,,0.669,0.711,,314.35
EPIC 206317286 c,EPIC 206317286,1.0,Transit,2022.0,K2,17.509878,,2.291333333333333,,,,,4750.5,0.744,0.832,4.596,314.35
EPIC 211822797 b,EPIC 211822797,1.0,Transit,2016.0,K2,21.169002578333334,0.12525,2.0700000000000003,,0.12,431.0,,3941.442,0.5910219999999999,0.6003355,4.66914,186.197
EPIC 211945201 b,EPIC 211945201,1.0,Transit,2018.0,K2,19.493356205,0.14865,5.998128192857143,19.0,0.0,837.4499999999999,G0,6095.0,1.3846615,1.1693333333333333,4.215475,181.69
EPIC 212297394 b,EPIC 212297394,1.0,Transit,2019.0,K2,2.2892509999999997,,1.5443333333333333,,,1149.0,,5171.0,0.7745,0.8294999999999999,4.55,418.395
EPIC 212297394 c,EPIC 212297394,1.0,Transit,2021.0,K2,5.213581666666666,,2.2800000000000002,,,866.0,,5089.5,0.7881715,0.8305,4.5637799999999995,418.395
EPIC 212424622 b,EPIC 212424622,1.0,Transit,2019.0,K2,18.0977,,2.19,,,,,,1.2247,1.106,,611.804
EPIC 212499991 b,EPIC 212499991,1.0,Transit,2019.0,K2,34.885,,1.6,,,,,,,0.912,,283.29
EPIC 212587672 b,EPIC 212587672,1.0,Transit,2019.0,K2,15.282993333333332,,1.2566666666666666,,,756.0,,6004.0,0.97785,0.97,4.45,320.07
EPIC 212587672 c,EPIC 212587672,1.0,Transit,2021.0,K2,23.228926943333335,,2.2936488324999997,,,658.0,,6010.5,0.9564968,1.0833333333333333,4.50291,320.07
EPIC 212624936 b,EPIC 212624936,1.0,Transit,2021.0,K2,0.578657,,1.2,,,,,5765.0,0.93,,4.4,561.929
EPIC 212624936 c,EPIC 212624936,1.0,Transit,2021.0,K2,11.8126535,,2.485,,,,,5765.0,0.9390000000000001,,4.4,561.929
EPIC 212737443 b,EPIC 212737443,1.0,Transit,2019.0,K2,13.604326513333334,0.098,2.586,,0.2,536.0,K3,4615.333333333333,0.6703566666666667,0.7126666666666667,4.638606666666667,336.25
EPIC 212737443 c,EPIC 212737443,1.0,Transit,2019.0,K2,65.55,0.28,2.69,,0.2,316.0,K3,4684.0,0.673,0.69,4.622,336.25
EPIC 220492298 b,EPIC 220492298,1.0,Transit,2021.0,K2,0.762406,,0.99,,,,,5620.0,0.89,,4.5,624.512
EPIC 220554210 c,K2-282,1.0,Transit,2019.0,K2,0.7053353333333333,,1.6033333333333335,,,,,5499.0,1.0065,0.94,4.5,496.289
EPIC 220674823 b,EPIC 220674823,1.0,Transit,2016.0,K2,0.5712738083333333,0.012903999999999999,1.7072962825,8.186666666666666,0.0,2204.8333333333335,G5,5547.8,0.9678254444444444,0.9316000000000001,4.483111111111111,244.59
EPIC 220674823 c,EPIC 220674823,1.0,Transit,2016.0,K2,13.339028363636363,0.10735999999999998,2.7919001427272727,6.544,0.12,764.3333333333334,G5,5553.555555555556,0.966178625,0.9316000000000001,4.491,244.59000000000003
EPIC 228836835 b,EPIC 228836835,1.0,Transit,2021.0,K2,0.7281215000000001,,1.185,,,932.0,,3644.0,0.37195049999999996,0.418179,4.90245,150.124
EPIC 229004835 b,EPIC 229004835,1.0,Transit,2023.0,K2,16.139231,0.1237,2.147923185,14.850000000000001,0.23,759.0,,5865.75,0.991831,0.96,4.430103333333333,121.971
EPIC 246851721 b,EPIC 246851721,2.0,Transit,2018.0,K2,6.18025145,0.07229,11.780659,953.49,,1401.0,F5 V,6202.0,1.586,1.317,4.157,372.632
EPIC 248847494 b,EPIC 248847494,1.0,Transit,2018.0,K2,3650.0,4.5,12.44199,4131.79,0.0,183.0,,4898.0,2.7,0.9,3.52,551.886
EPIC 249893012 b,EPIC 249893012,1.0,Transit,2020.0,K2,3.5951,0.047,1.95,8.75,0.06,1616.0,G8 IV/V,5430.0,1.71,1.05,3.99,321.296
EPIC 249893012 c,EPIC 249893012,1.0,Transit,2020.0,K2,15.624,0.13,3.67,14.67,0.07,990.0,G8 IV/V,5430.0,1.71,1.05,3.99,321.296
EPIC 249893012 d,EPIC 249893012,1.0,Transit,2020.0,K2,35.747,0.22,3.94,10.18,0.15,752.0,G8 IV/V,5430.0,1.71,1.05,3.99,321.296
FU Tau b,FU Tau,1.0,Imaging,2008.0,Spitzer Space Telescope,,763.0,,5562.0098665000005,,2467.0,M7.25,2838.0,,0.05,,
G 192-15 b,G 192-15,1.0,Radial Velocity,2025.0,Calar Alto Observatory,2.27476,0.01723,,1.03,0.0,453.6,M5.0 V,,,0.132,,9.53114
G 192-15 c,G 192-15,1.0,Radial Velocity,2025.0,Calar Alto Observatory,1219.0,1.137,,14.3,0.676,55.9,M5.0 V,,,0.132,,9.53114
G 196-3 b,G 196-3,1.0,Imaging,2024.0,European Space Agency (ESA) Gaia Satellite,,350.0,,8263.538582,,1670.0,,,,,,21.7912
G 261-6 b,G 261-6,1.0,Radial Velocity,2025.0,Calar Alto Observatory,5.4536,0.02971,,1.37,0.0,322.3,M5.5 V,,,0.118,,10.6267
G 264-012 b,G 264-012,1.0,Radial Velocity,2021.0,Calar Alto Observatory,2.30538,0.02279,,2.5,,587.0,M4.0 V,3326.0,0.305,0.297,4.85,16.009
G 264-012 c,G 264-012,1.0,Radial Velocity,2021.0,Calar Alto Observatory,8.0518,0.0525,,3.75,,387.0,M4.0 V,3326.0,0.305,0.297,4.85,16.009
G 268-110 b,G 268-110,1.0,Radial Velocity,2025.0,Calar Alto Observatory,1.43263,0.01283,,1.52,0.0,534.0,M5.0 V,,,0.137,,
G 9-40 b,G 9-40,1.0,Transit,2019.0,K2,5.7459792,0.04015,1.9625,7.85,0.0,448.3,M2.5 V,3370.25,0.30605,0.29173333333333334,4.9087499999999995,27.9276
GJ 1002 b,GJ 1002,1.0,Radial Velocity,2022.0,Multiple Observatories,10.3465,0.0457,,1.08,,230.9,M5.5 V,3024.0,0.137,0.12,5.1,4.84867
GJ 1002 c,GJ 1002,1.0,Radial Velocity,2022.0,Multiple Observatories,21.202,0.0738,,1.36,,181.7,M5.5 V,3024.0,0.137,0.12,5.1,4.84867
GJ 1061 b,GJ 1061,1.0,Radial Velocity,2020.0,La Silla Observatory,3.204,0.021,,1.37,0.31,,M5.5 V,2953.0,0.156,0.12,,3.67278
GJ 1061 c,GJ 1061,1.0,Radial Velocity,2020.0,La Silla Observatory,6.689,0.035,,1.74,0.29,,M5.5 V,2953.0,0.156,0.12,,3.67278
GJ 1061 d,GJ 1061,1.0,Radial Velocity,2020.0,La Silla Observatory,13.031,0.054,,1.64,0.53,,M5.5 V,2953.0,0.156,0.12,,3.67278
GJ 1132 b,GJ 1132,1.0,Transit,2015.0,Cerro Tololo Inter-American Observatory,1.6289298420000002,0.015443333333333331,1.2278786625,1.6654096379999999,0.07726666666666666,541.45,M4.5 V,3259.75,0.21139999999999998,0.1837,4.959,12.613
GJ 1132 c,GJ 1132,1.0,Radial Velocity,2018.0,La Silla Observatory,8.929,0.0476,,2.64,0.27,300.0,,3270.0,0.2105,0.181,,12.613
GJ 1148 b,GJ 1148,1.0,Radial Velocity,2010.0,W. M. Keck Observatory,41.384,0.16603533333333334,,99.71774332333332,0.35333333333333333,,,3310.523333333333,0.361226,0.344045,4.8705153333333335,11.0143
GJ 1148 c,GJ 1148,1.0,Radial Velocity,2017.0,Calar Alto Observatory,534.24,0.9211,,75.34769291,0.30600000000000005,,,3322.285,0.3625795,0.358815,4.872943,11.0143
GJ 1151 c,GJ 1151,1.0,Radial Velocity,2023.0,Multiple Facilities,389.7,0.5714,,10.62,,,M 4.5V,3280.0,0.1781,0.1639,5.09,8.03625
GJ 1214 b,GJ 1214,1.0,Transit,2009.0,MEarth Project,1.5804041696810527,0.014686666666666667,2.656676222222222,6.9487501428571425,0.03486666666666667,573.8,M4 V,3070.25,0.20956564705882355,0.1641111111111111,5.008251875,14.6427
GJ 1252 b,GJ 1252,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.5182395599999999,0.009155,1.1886666666666665,1.5766666666666669,0.0,1089.0,M3,3458.0,0.391,0.381,,20.373
GJ 1265 b,GJ 1265,1.0,Radial Velocity,2018.0,Calar Alto Observatory,3.6511,0.026,,7.4,0.04,,M4.5 V,3236.0,0.192,0.178,5.09,10.2525
GJ 1289 b,GJ 1289,1.0,Radial Velocity,2024.0,Multiple Observatories,111.74,0.27,,6.27,0.0,150.0,M4.5 Ve,3296.0,,0.21,,8.35147
GJ 143 b,GJ 143,1.0,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),35.600764999999996,0.19235000000000002,2.61,26.665,0.2565,422.0,K4.5,4640.0,0.695,0.745,4.613,16.32
GJ 15 A b,GJ 15 A,2.0,Radial Velocity,2014.0,W. M. Keck Observatory,11.4424,0.07229999999999999,,4.604955253333333,0.056333333333333326,550.0,M1,3638.89,0.3805703333333333,0.3775,4.886140666666667,3.56228
GJ 15 A c,GJ 15 A,2.0,Radial Velocity,2018.0,Roque de los Muchachos Observatory,7600.0,5.4,,36.0,0.27,,M1,3607.0,0.38,0.38,4.87,3.56228
GJ 160.2 b,GJ 160.2,1.0,Radial Velocity,2014.0,Multiple Observatories,5.2354,0.053,,10.2,0.06,,M0 V,4347.0,,0.69,,25.8557
GJ 163 b,GJ 163,1.0,Radial Velocity,2013.0,La Silla Observatory,8.63182,0.0607,,10.6,0.073,,,,,,,15.1285
GJ 163 c,GJ 163,1.0,Radial Velocity,2013.0,La Silla Observatory,25.63058,0.1254,,6.8,0.099,,,,,,,15.1285
GJ 163 d,GJ 163,1.0,Radial Velocity,2013.0,La Silla Observatory,603.95116,1.0304,,29.4,0.373,,,,,,,15.1285
GJ 179 b,GJ 179,1.0,Radial Velocity,2009.0,W. M. Keck Observatory,2308.0,2.4523333333333333,,267.18464957,0.18600000000000003,,M2 V,3383.9266666666667,0.3807435,0.357,4.843225666666666,12.356
GJ 180 b,GJ 180,1.0,Radial Velocity,2014.0,Multiple Observatories,17.2565,0.0975,,7.3950000000000005,0.09,,M2 V,3371.0,,0.43,,11.9407
GJ 180 c,GJ 180,1.0,Radial Velocity,2014.0,Multiple Observatories,24.329,0.129,,6.4,0.09,,M2 V,3371.0,,0.43,,11.9407
GJ 180 d,GJ 180,1.0,Radial Velocity,2020.0,Multiple Facilities,106.3,0.309,,7.56,0.14,,,,,0.43,,11.9407
GJ 2030 b,GJ 2030,1.0,Radial Velocity,2022.0,Multiple Observatories,2.38129,0.034,,4.76742611,0.239,,,,,0.96,,37.0788
GJ 2030 c,GJ 2030,1.0,Radial Velocity,2022.0,Multiple Observatories,25533.11353,16.761,,4069.15709482,0.041,,,,,0.96,,37.0788
GJ 2056 b,GJ 2056,1.0,Radial Velocity,2020.0,Multiple Observatories,69.971,0.283,,16.2,0.72,,,,,0.62,,28.4434
GJ 2126 b,GJ 2126,1.0,Radial Velocity,2025.0,La Silla Observatory,272.7,0.71,,413.1769291,0.85,,M0 V,4159.0,0.728,0.65,4.527,38.129
GJ 229 A c,GJ 229,3.0,Radial Velocity,2020.0,Multiple Facilities,121.96384,0.36150000000000004,,7.924683495,0.278,,,,,0.5445,,5.75624
GJ 229 b,GJ 229,3.0,Radial Velocity,2014.0,Multiple Observatories,525.5299833333333,0.9846666666666667,,18.471978376666666,0.20133333333333336,,M1/M2 V,3564.0,,0.5563333333333333,,5.756240000000001
GJ 238 b,GJ 238,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),1.7446999,0.02123,0.566,,,758.0,M2.5 V,3485.0,0.4314,0.4193,,15.2142
GJ 251 b,GJ 251,1.0,Radial Velocity,2020.0,W. M. Keck Observatory,14.2375,0.0813,,3.925,0.05,343.5,M3.0 V,3396.5,0.362,0.355,4.915,5.58057
GJ 251 c,GJ 251,1.0,Radial Velocity,2025.0,Multiple Observatories,53.647,0.196,,3.88,0.0,216.0,,3342.0,0.36,0.35,4.87,5.58057
GJ 27.1 b,GJ 27.1,1.0,Radial Velocity,2014.0,Multiple Observatories,15.819,0.101,,13.0,0.08,,M0.5 V,3542.0,,0.53,,23.6062
GJ 273 b,GJ 273,1.0,Radial Velocity,2017.0,La Silla Observatory,18.6498,0.091101,,2.89,0.1,,M3.5,3382.0,0.293,0.29,,5.921535
GJ 273 c,GJ 273,1.0,Radial Velocity,2017.0,La Silla Observatory,4.7234,0.036467,,1.18,0.17,,M3.5,3382.0,0.293,0.29,,5.921535
GJ 3021 b,GJ 3021,2.0,Radial Velocity,2000.0,La Silla Observatory,133.71,0.49,,1071.04,0.511,350.0,G6 V,5540.0,0.9,0.9,4.7,17.5559
GJ 3082 b,GJ 3082,1.0,Radial Velocity,2020.0,Multiple Facilities,11.949,0.079,,8.2,0.22,,,,,0.47,,16.6186
GJ 3090 b,GJ 3090,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),2.8531054,0.03165,2.13,3.34,0.32,693.0,M2 V,3556.0,0.516,0.519,4.727,22.4751
GJ 3138 b,GJ 3138,1.0,Radial Velocity,2017.0,La Silla Observatory,1.22003,0.0197,,1.78,0.19,,M0,3717.0,0.5,0.681,,28.4712
GJ 3138 c,GJ 3138,1.0,Radial Velocity,2017.0,La Silla Observatory,5.974,0.057,,4.18,0.11,,M0,3717.0,0.5,0.681,,28.4712
GJ 3138 d,GJ 3138,1.0,Radial Velocity,2017.0,La Silla Observatory,257.8,0.698,,10.5,0.32,,M0,3717.0,0.5,0.681,,28.4712
GJ 317 b,GJ 317,1.0,Radial Velocity,2007.0,W. M. Keck Observatory,694.322,1.1138,,571.686077838,0.11072000000000001,,M3.5 V,3499.5766666666664,0.41741700000000004,0.42381775,4.822436,15.1968
GJ 317 c,GJ 317,1.0,Radial Velocity,2018.0,W. M. Keck Observatory,7210.2646,10.2625,,526.767949384,0.35100000000000003,,M2.5 V,3499.5766666666664,0.41741700000000004,0.42381775,4.822436,15.1968
GJ 3222 b,GJ 3222,2.0,Radial Velocity,2022.0,Multiple Observatories,10.66669,0.091,,11.44182265,0.929,,,,,0.89,,18.23817
GJ 328 b,GJ 328,1.0,Radial Velocity,2013.0,McDonald Observatory,3935.5,4.305,,764.374650785,0.2985,,M0.0,3898.5,0.63,0.6699999999999999,4.64,20.5266
GJ 328 c,GJ 328,1.0,Radial Velocity,2023.0,Roque de los Muchachos Observatory,241.8,0.657,,21.4,,,M0.0,3897.0,0.63,0.65,4.64,20.5266
GJ 3293 b,GJ 3293,1.0,Radial Velocity,2015.0,La Silla Observatory,30.59935,0.143395,,24.63,0.065,,M2.5,3466.0,0.404,0.42,,20.1903
GJ 3293 c,GJ 3293,1.0,Radial Velocity,2015.0,La Silla Observatory,123.1848,0.362875,,23.405,0.22,,M2.5,3466.0,0.404,0.42,,20.1903
GJ 3293 d,GJ 3293,1.0,Radial Velocity,2017.0,La Silla Observatory,48.1345,0.19394,,7.6,0.12,,M2.5,3466.0,0.404,0.42,,20.1903
GJ 3293 e,GJ 3293,1.0,Radial Velocity,2017.0,La Silla Observatory,13.2543,0.08208,,3.28,0.21,,M2.5,3466.0,0.404,0.42,,20.1903
GJ 3323 b,GJ 3323,1.0,Radial Velocity,2017.0,La Silla Observatory,5.3636,0.03282,,2.02,0.23,,M4,3159.0,0.119,0.164,,5.37484
GJ 3323 c,GJ 3323,1.0,Radial Velocity,2017.0,La Silla Observatory,40.54,0.1264,,2.31,0.17,,M4,3159.0,0.119,0.164,,5.37484
GJ 3341 b,GJ 3341,1.0,Radial Velocity,2015.0,La Silla Observatory,14.207,0.089,,6.6,0.31,,M2.5,3526.0,0.439,0.47,,23.619
GJ 338 B b,GJ 338 B,2.0,Radial Velocity,2020.0,Calar Alto Observatory,24.436,0.1415,,10.434999999999999,0.1095,391.0,M0 V,4009.5,0.58,0.64,4.68,6.33256
GJ 341 b,GJ 341,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),7.57686,,0.88,4.0,0.0,,M1,3770.0,0.5066,0.48,4.72,10.454
GJ 3470 b,GJ 3470,1.0,Radial Velocity,2012.0,La Silla Observatory,3.3366993999999996,0.034566,4.28,13.701666666666668,0.04975,606.875,M1.5,3595.5555555555557,0.5111562857142857,0.53,4.71812625,29.4214
GJ 3473 b,GJ 3473,2.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),1.1980035,0.01589,1.264,1.86,0.0,773.0,,3347.0,0.364,0.36,4.81,27.3644
GJ 3473 c,GJ 3473,2.0,Radial Velocity,2020.0,Multiple Observatories,15.509,0.0876,,7.41,0.0,329.1,,3347.0,0.364,0.36,4.81,27.3644
GJ 3512 b,GJ 3512,1.0,Radial Velocity,2019.0,Calar Alto Observatory,203.463,0.3375333333333333,,146.62508428333334,0.43450000000000005,,M5.5 V,3101.0,0.139,0.123,,9.48637
GJ 3512 c,GJ 3512,1.0,Radial Velocity,2020.0,Multiple Observatories,1976.8,1.5115,,103.77097488500002,0.053649999999999996,,M5.5 V,3111.0,0.139,0.123,,9.48637
GJ 357 b,GJ 357,1.0,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),3.9306476666666668,0.035500000000000004,1.2085,1.84,,521.5,M2.5 V,3505.0,0.337,0.342,4.94,9.44181
GJ 357 c,GJ 357,1.0,Radial Velocity,2019.0,Multiple Observatories,9.1247,0.061,,3.4,,401.2,M2.5 V,3505.0,0.337,0.342,4.94,9.44181
GJ 357 d,GJ 357,1.0,Radial Velocity,2019.0,Multiple Observatories,55.661,0.204,,6.1,,219.6,M2.5 V,3505.0,0.337,0.342,4.94,9.44181
GJ 3634 b,GJ 3634,1.0,Radial Velocity,2010.0,La Silla Observatory,2.64561,0.0287,,8.4,0.08,,M2.5,,0.43,0.45,,20.3779
GJ 367 b,GJ 367,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.32194225,0.007095000000000001,0.7084999999999999,0.5895,0.03,1555.0,M1.0 V,3522.0,0.4575,0.4545,4.7765,9.41263
GJ 367 c,GJ 367,1.0,Radial Velocity,2023.0,La Silla Observatory,11.5301,,,4.13,0.09,,M1.0 V,3522.0,0.458,0.455,4.776,9.41263
GJ 367 d,GJ 367,1.0,Radial Velocity,2023.0,La Silla Observatory,34.369,,,6.03,0.14,,M1.0 V,3522.0,0.458,0.455,4.776,9.41263
GJ 3779 b,GJ 3779,1.0,Radial Velocity,2018.0,Calar Alto Observatory,3.0232,0.026,,8.0,0.07,,M4.0 V,3324.0,0.281,0.27,5.05,13.743
GJ 3929 b,GJ 3929,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),2.61625475,0.025445000000000002,1.12,1.48,0.0,568.4,M3.5 V,3376.5,0.3175,0.311,4.865,15.8095
GJ 3929 c,GJ 3929,1.0,Radial Velocity,2022.0,Multiple Observatories,15.04,0.081,,5.71,0.0,317.0,,3384.0,0.32,0.313,4.89,15.8095
GJ 393 b,GJ 393,1.0,Radial Velocity,2021.0,Multiple Observatories,7.02679,0.05402,,1.71,,485.0,M2.0 V,3579.0,0.426,0.426,4.88,7.03149
GJ 3942 b,GJ 3942,1.0,Radial Velocity,2017.0,Roque de los Muchachos Observatory,6.905,0.0608,,7.14,0.121,590.0,M0,3867.0,0.61,0.63,4.65,16.9287
GJ 3988 b,GJ 3988,1.0,Radial Velocity,2023.0,Calar Alto Observatory,6.9442,0.0405,,3.69,0.0,348.0,M4.5 V,3273.0,0.19734,0.1842,4.92,9.9105
GJ 3998 b,GJ 3998,1.0,Radial Velocity,2016.0,Roque de los Muchachos Observatory,2.6500500000000002,0.0295,,2.4850000000000003,0.0,,M1,3724.0,0.495,0.51,4.76,18.1459
GJ 3998 c,GJ 3998,1.0,Radial Velocity,2016.0,Roque de los Muchachos Observatory,13.7335,0.0895,,6.54,0.0245,,M1,3724.0,0.495,0.51,4.76,18.1459
GJ 3998 d,GJ 3998,1.0,Radial Velocity,2025.0,Multiple Observatories,41.78,0.189,,6.07,0.0,,,3726.0,0.5,0.52,4.75,18.1459
GJ 411 b,GJ 411,1.0,Radial Velocity,2019.0,Haute-Provence Observatory,12.9442,0.0787775,,2.7933116375,0.1245,359.96500000000003,M1.5 V,3650.7375,0.3755276666666667,0.3894365,4.886679999999999,5.675773
GJ 414 A b,GJ 414 A,2.0,Radial Velocity,2021.0,W. M. Keck Observatory,51.2125,0.23635,2.63,8.917037355,0.365,308.6,K7 V,4162.965,0.674961,0.6723605,4.637469,11.8893
GJ 414 A c,GJ 414 A,2.0,Radial Velocity,2021.0,W. M. Keck Observatory,747.2650000000001,1.412,8.4,56.155213445,0.145,124.7,K7 V,4162.965,0.674961,0.6723605,4.637469,11.8893
GJ 422 b,GJ 422,1.0,Radial Velocity,2014.0,Multiple Observatories,23.145000000000003,0.11499999999999999,,10.485,0.08,,M3.5 V,3323.0,,0.35,,12.6631
GJ 4276 b,GJ 4276,1.0,Radial Velocity,2019.0,Calar Alto Observatory,13.352,0.082,,16.57,0.37,,M4.0,3387.0,0.407,0.406,4.97,21.3362
GJ 433 b,GJ 433,1.0,Radial Velocity,2011.0,La Silla Observatory,7.3705,0.06,,5.8724,0.0625,,M1.5,3511.0,0.5,0.48,4.81,9.06456
GJ 433 c,GJ 433,1.0,Radial Velocity,2014.0,Multiple Observatories,4247.0525,4.2095,,38.711,0.1,,M1.5 V,3472.0,,0.48,,9.06456
GJ 433 d,GJ 433,1.0,Radial Velocity,2020.0,Multiple Facilities,36.059,0.178,,5.223,0.07,,,,,0.48,,9.06456
GJ 436 b,GJ 436,1.0,Radial Velocity,2004.0,W. M. Keck Observatory,2.641814491380952,0.02881357142857143,4.137192233333334,22.681155906,0.15795153846153848,663.5,M2.5 V,3446.256875,0.4494285714285714,0.44310926666666667,4.7850562666666665,9.75321
GJ 463 b,GJ 463,1.0,Radial Velocity,2022.0,Multiple Observatories,3450.75,3.53,,810.3829807475,0.104,,M3 V,3545.75,0.48824999999999996,0.489,4.86,18.3554
GJ 480 b,GJ 480,1.0,Radial Velocity,2020.0,Multiple Observatories,9.567,0.068,,13.2,0.1,,M3.5 Ve,,,0.45,,14.2358
GJ 486 b,GJ 486,1.0,Radial Velocity,2021.0,Calar Alto Observatory,1.4671202566666668,0.017203333333333334,1.3123333333333334,2.8633333333333333,0.016953333333333334,701.1,M3.5 V,3316.0,0.33043333333333336,0.32266666666666666,4.865550000000001,8.07426
GJ 504 b,GJ 504,1.0,Imaging,2013.0,Subaru Telescope,,43.5,12.10569916,1271.3,,511.0,G0 V,6234.0,,1.22,4.6,17.5299
GJ 508.2 b,GJ 508.2,1.0,Radial Velocity,2025.0,Calar Alto Observatory,5300.0,4.85,,587.98255295,0.27,,M1.0 V,3720.0,0.53,0.54,,16.6374
GJ 514 b,GJ 514,1.0,Radial Velocity,2022.0,Multiple Observatories,140.43,0.422,,5.2,0.45,202.0,M0.5-1.0 V,3728.0,0.5,0.51,4.76,7.61778
GJ 536 b,GJ 536,1.0,Radial Velocity,2016.0,La Silla Observatory,8.708113333333333,0.06680333333333334,,6.083333333333333,0.06633333333333334,451.0,M1 V,3666.6666666666665,0.5184095,0.51791,4.731190000000001,10.4092
GJ 536 c,GJ 536,1.0,Radial Velocity,2025.0,Multiple Facilities,32.761,0.1617,,5.89,0.0,290.5,,3641.0,0.529,0.528,4.713,10.4092
GJ 581 b,GJ 581,1.0,Radial Velocity,2005.0,La Silla Observatory,5.368162857142857,0.040588042857142854,,16.513004514285715,0.010885714285714287,,M3 V,3445.5975,0.308627,0.30920133333333333,4.92521425,6.2981
